"Date","Price","Open","High","Low","Vol.","Change %"
"Apr 13, 2018","2,656.30","2,676.90","2,680.26","2,645.05","-","-0.29%"
"Apr 12, 2018","2,663.99","2,653.83","2,674.72","2,653.83","-","0.83%"
"Apr 11, 2018","2,642.19","2,643.89","2,661.43","2,639.25","-","-0.55%"
"Apr 10, 2018","2,656.87","2,638.41","2,665.45","2,635.78","-","1.67%"
"Apr 09, 2018","2,613.16","2,617.18","2,653.55","2,610.79","-","0.33%"
"Apr 06, 2018","2,604.47","2,645.82","2,656.88","2,586.27","-","-2.19%"
"Apr 05, 2018","2,662.84","2,657.36","2,672.08","2,649.58","-","0.69%"
"Apr 04, 2018","2,644.69","2,584.04","2,649.86","2,573.61","-","1.16%"
"Apr 03, 2018","2,614.45","2,592.17","2,619.14","2,575.49","-","1.26%"
"Apr 02, 2018","2,581.88","2,633.45","2,638.30","2,553.80","-","-2.23%"
"Mar 29, 2018","2,640.87","2,614.41","2,659.07","2,609.72","-","1.38%"
"Mar 28, 2018","2,605.00","2,611.30","2,632.65","2,593.06","-","-0.29%"
"Mar 27, 2018","2,612.62","2,667.57","2,674.78","2,596.12","-","-1.73%"
"Mar 26, 2018","2,658.55","2,619.35","2,661.36","2,601.81","-","2.72%"
"Mar 23, 2018","2,588.26","2,646.71","2,657.67","2,585.89","-","-2.10%"
"Mar 22, 2018","2,643.69","2,691.36","2,695.68","2,641.59","-","-2.52%"
"Mar 21, 2018","2,711.93","2,714.99","2,739.14","2,709.79","-","-0.18%"
"Mar 20, 2018","2,716.94","2,715.05","2,724.22","2,710.05","-","0.15%"
"Mar 19, 2018","2,712.92","2,741.38","2,741.38","2,694.59","-","-1.42%"
"Mar 16, 2018","2,752.01","2,750.57","2,761.85","2,749.97","-","0.17%"
"Mar 15, 2018","2,747.33","2,754.27","2,763.03","2,741.47","-","-0.08%"
"Mar 14, 2018","2,749.48","2,774.06","2,777.11","2,744.38","-","-0.57%"
"Mar 13, 2018","2,765.31","2,792.31","2,801.90","2,758.68","-","-0.64%"
"Mar 12, 2018","2,783.02","2,790.54","2,796.98","2,779.26","-","-0.13%"
"Mar 09, 2018","2,786.57","2,752.91","2,786.57","2,751.54","-","1.74%"
"Mar 08, 2018","2,738.97","2,732.75","2,740.45","2,722.65","-","0.45%"
"Mar 07, 2018","2,726.80","2,710.18","2,730.60","2,701.74","-","-0.05%"
"Mar 06, 2018","2,728.12","2,730.18","2,732.08","2,711.26","-","0.26%"
"Mar 05, 2018","2,720.94","2,681.06","2,728.09","2,675.75","-","1.10%"
"Mar 02, 2018","2,691.25","2,658.89","2,696.25","2,647.32","-","0.51%"
"Mar 01, 2018","2,677.67","2,715.22","2,730.89","2,659.65","-","-1.33%"
"Feb 28, 2018","2,713.83","2,753.78","2,761.52","2,713.54","-","-1.11%"
"Feb 27, 2018","2,744.28","2,780.45","2,789.15","2,744.22","-","-1.27%"
"Feb 26, 2018","2,779.60","2,757.37","2,780.64","2,753.78","-","1.18%"
"Feb 23, 2018","2,747.30","2,715.80","2,747.76","2,713.74","-","1.60%"
"Feb 22, 2018","2,703.96","2,710.42","2,731.26","2,697.77","-","0.10%"
"Feb 21, 2018","2,701.33","2,720.53","2,747.75","2,701.29","-","-0.55%"
"Feb 20, 2018","2,716.26","2,722.99","2,737.60","2,706.76","-","-0.58%"
"Feb 16, 2018","2,732.22","2,727.14","2,754.42","2,725.11","-","0.04%"
"Feb 15, 2018","2,731.20","2,713.46","2,731.51","2,689.82","-","1.21%"
"Feb 14, 2018","2,698.63","2,651.21","2,702.10","2,648.87","-","1.34%"
"Feb 13, 2018","2,662.94","2,646.27","2,668.84","2,637.08","-","0.26%"
"Feb 12, 2018","2,656.00","2,636.75","2,672.61","2,622.45","-","1.39%"
"Feb 09, 2018","2,619.55","2,601.78","2,638.67","2,532.69","-","1.49%"
"Feb 08, 2018","2,581.00","2,685.01","2,685.27","2,580.56","-","-3.75%"
"Feb 07, 2018","2,681.66","2,690.95","2,727.67","2,681.33","-","-0.50%"
"Feb 06, 2018","2,695.14","2,614.78","2,701.04","2,593.07","-","1.74%"
"Feb 05, 2018","2,648.94","2,741.06","2,763.39","2,638.17","-","-4.10%"
"Feb 02, 2018","2,762.13","2,808.92","2,808.92","2,759.97","-","-2.12%"
"Feb 01, 2018","2,821.98","2,816.45","2,835.96","2,812.70","-","-0.06%"
"Jan 31, 2018","2,823.81","2,832.41","2,839.26","2,813.04","-","0.05%"
"Jan 30, 2018","2,822.43","2,832.74","2,837.75","2,818.27","-","-1.09%"
"Jan 29, 2018","2,853.53","2,867.23","2,870.62","2,851.48","-","-0.67%"
"Jan 26, 2018","2,872.87","2,847.48","2,872.87","2,846.18","-","1.18%"
"Jan 25, 2018","2,839.25","2,846.24","2,848.56","2,830.94","-","0.06%"
"Jan 24, 2018","2,837.54","2,845.42","2,852.97","2,824.81","-","-0.06%"
"Jan 23, 2018","2,839.13","2,835.05","2,842.24","2,830.59","-","0.22%"
"Jan 22, 2018","2,832.97","2,809.16","2,833.03","2,808.12","-","0.81%"
"Jan 19, 2018","2,810.30","2,802.60","2,810.33","2,798.08","-","0.44%"
"Jan 18, 2018","2,798.03","2,802.40","2,805.83","2,792.56","-","-0.16%"
"Jan 17, 2018","2,802.56","2,784.99","2,807.04","2,778.38","-","0.94%"
"Jan 16, 2018","2,776.42","2,798.96","2,807.54","2,768.64","-","-0.35%"
"Jan 12, 2018","2,786.24","2,770.18","2,787.85","2,769.64","-","0.67%"
"Jan 11, 2018","2,767.56","2,752.97","2,767.56","2,752.78","-","0.70%"
"Jan 10, 2018","2,748.23","2,745.55","2,750.80","2,736.06","-","-0.11%"
"Jan 09, 2018","2,751.29","2,751.15","2,759.14","2,747.86","-","0.13%"
"Jan 08, 2018","2,747.71","2,742.67","2,748.51","2,737.60","-","0.17%"
"Jan 05, 2018","2,743.15","2,731.33","2,743.45","2,727.92","-","0.70%"
"Jan 04, 2018","2,723.99","2,719.31","2,729.29","2,719.07","-","0.40%"
"Jan 03, 2018","2,713.06","2,697.85","2,714.37","2,697.77","-","0.64%"
"Jan 02, 2018","2,695.81","2,683.73","2,695.89","2,682.36","-","0.83%"
